date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2015-03-10,126.41,127.22,123.80,124.51,68856582,-2.443,-2.07%,115.6357,8612495481.26,364053
2015-03-09,127.96,129.57,125.06,127.14,88528487,0.502,0.43%,118.0783,11292295512.06,478762
2015-03-06,128.40,129.37,126.26,126.60,72842060,0.176,0.15%,117.5768,9307626509.83,378543
2015-03-05,128.58,128.75,125.76,126.41,56517146,-1.978,-1.66%,117.4003,7172347975.13,295281
2015-03-04,129.10,129.56,128.32,128.54,31666340,-0.762,-0.63%,119.3785,4079180652.93,164085
2015-03-03,128.96,129.52,128.09,129.36,37816283,0.251,0.21%,120.1401,4874991544.42,192712
2015-03-02,129.25,130.28,128.30,129.09,48096663,0.585,0.49%,119.8893,6214435107.48,228206
2015-02-27,130.00,130.57,128.24,128.46,62014847,-1.816,-1.50%,119.3042,8019545380.65,291976
2015-02-26,128.785,130.87,126.61,130.415,91287529,1.509,1.26%,121.1199,11774648441.60,445327
2015-02-25,131.56,131.60,128.15,128.79,74711746,-3.139,-2.56%,119.6107,9709789018.64,398913
2015-02-24,132.94,133.60,131.17,132.17,69228130,-0.771,-0.62%,122.7498,9172760108.36,359628
2015-02-23,130.02,133.00,129.66,133.00,70974110,3.255,2.71%,123.5206,9341673112.04,340915
2015-02-20,128.62,129.50,128.05,129.495,48948419,0.971,0.81%,120.2654,6307238055.28,236743
2015-02-19,128.48,129.03,128.33,128.45,37362381,-0.246,-0.21%,119.2949,4807713585.41,199199
2015-02-18,127.625,128.78,127.45,128.715,44891737,0.822,0.69%,119.541,5750613687.68,226465
2015-02-17,127.49,128.88,126.92,127.83,63152405,0.697,0.59%,118.7191,8078263159.07,310749
2015-02-13,127.28,127.28,125.65,127.08,54272219,0.576,0.49%,118.0226,6863017279.15,276903
2015-02-12,126.06,127.48,125.57,126.46,74474466,1.467,1.27%,117.4468,9427316765.10,395989
2015-02-11,122.77,124.92,122.50,124.88,73561797,2.656,2.34%,115.9794,9126915508.11,370491
2015-02-10,120.17,122.15,120.16,122.02,62008506,2.136,1.92%,113.3232,7525737671.02,312004
2015-02-09,118.55,119.84,118.43,119.72,38889797,0.734,0.66%,111.1871,4641248727.26,204020
